timestamp,event_id,event_type,host_id,source_ip,dest_ip,user,process_name,file_path,protocol,dest_port,bytes_transferred,details
2025-06-19 16:02:53,6f5dcf02-cd5b-487e-8650-87236eb71330,network_connection,,172.16.68.232,10.0.0.2,,,,UDP,23,265279,{}
2025-06-19 16:02:54,b7e49988-81f0-4734-ab87-cd5929449171,dns_query,,192.168.1.108,192.168.1.102,,,,ICMP,21,304286,{}
2025-06-19 16:02:55,06031d88-d245-4285-9714-876d493d71c5,dns_query,,172.16.82.112,10.0.0.4,,,,ICMP,53,480979,{}
2025-06-19 16:02:56,a4c4dbb7-eb85-4f75-92f2-2bdb64d6a6d0,data_transfer,,10.0.0.4,10.0.0.6,,,,UDP,23,63580,{}
2025-06-19 16:02:57,8d06969d-2e17-43bd-a099-ed42b2bd9f57,dns_query,,172.16.68.232,10.0.0.2,,,,TCP,21,453984,{}
2025-06-19 16:02:58,4f0d6494-45d5-43c2-a9c6-cec90398b458,data_transfer,,10.0.0.8,192.168.1.107,,,,UDP,110,166469,{}
2025-06-19 16:02:59,c565ec06-3f5e-4d82-b8a5-a9857033059b,dns_query,,192.168.1.102,10.0.0.10,,,,UDP,110,368517,{}
2025-06-19 16:03:00,27f1768b-5989-4990-bfce-b50ed0e42950,dns_query,,172.16.159.143,10.0.0.1,,,,UDP,23,98083,{}
2025-06-19 16:03:01,e66a824c-e160-4a6f-9c07-2936d59ef2dc,data_transfer,,192.168.1.109,10.0.0.4,,,,TCP,21,413699,{}
2025-06-19 16:03:02,049aa494-f87f-43de-91ab-2b5232fac896,dns_query,,10.0.0.10,192.168.1.101,,,,ICMP,443,78910,{}
2025-06-19 16:03:03,35ab288c-30c3-4e22-a15c-affff87b7828,dns_query,,192.168.1.100,192.168.1.101,,,,TCP,8080,153654,{}
2025-06-19 16:03:04,5b0ac476-62c3-479d-a3b2-a50db0021c5f,dns_query,,10.0.0.6,192.168.1.100,,,,TCP,22,243976,{}
2025-06-19 16:03:05,643d8736-5f91-4cb9-9d50-fd112b8e85a0,dns_query,,10.0.0.3,10.0.0.9,,,,ICMP,445,313898,{}
2025-06-19 16:03:06,2ada0601-1e2c-43e3-8ede-6160b93cf60c,data_transfer,,172.16.82.112,10.0.0.5,,,,ICMP,8080,258020,{}
2025-06-19 16:03:07,55f83a22-279b-4624-8e1a-ed6851dcd058,dns_query,,10.0.0.5,10.0.0.6,,,,TCP,143,200425,{}
2025-06-19 16:03:08,9e5bb22a-05c8-4e79-88ff-80f6217106bc,network_connection,,192.168.1.106,172.16.20.150,,,,ICMP,80,218524,{}
2025-06-19 16:03:09,b8f91ec1-b0e3-4d46-bc43-36d1693e5470,network_connection,,172.16.159.143,172.16.68.232,,,,UDP,53,143050,{}
2025-06-19 16:03:10,8955030b-86cf-4c27-bc7a-c5875ae0c2d9,dns_query,,10.0.0.6,10.0.0.10,,,,TCP,23,115300,{}
2025-06-19 16:03:11,198a2ca0-2f13-46eb-b374-fb5cb82968d9,data_transfer,,172.16.68.232,192.168.1.101,,,,TCP,80,206086,{}
2025-06-19 16:03:12,4aa2f5ff-4a7f-427c-82a6-83ea8574d4ea,data_transfer,,10.0.0.9,192.168.1.106,,,,ICMP,23,478754,{}
2025-06-19 16:03:13,52249990-5610-41f1-bdc3-6ab250b8fe26,network_connection,,192.168.1.105,192.168.1.109,,,,TCP,53,470162,{}
2025-06-19 16:03:14,e22c9611-6c9c-486c-bd1a-7bd7fa29913d,network_connection,,10.0.0.8,192.168.1.107,,,,UDP,23,131923,{}
2025-06-19 16:03:15,73740027-1991-458a-aa4c-fa6497d335c2,data_transfer,,192.168.1.102,172.16.82.112,,,,ICMP,23,50262,{}
2025-06-19 16:03:16,1efba8d6-b011-48b5-a111-69ab278b5733,network_connection,,172.16.20.150,10.0.0.8,,,,UDP,445,125692,{}
2025-06-19 16:03:17,c5af23de-38a4-4019-9363-6e952aec21ca,network_connection,,172.16.159.143,192.168.1.101,,,,UDP,3389,176075,{}
2025-06-19 16:03:18,87dd92be-6852-4bc7-b975-8d09723e27d5,data_transfer,,10.0.0.4,10.0.0.2,,,,ICMP,443,241959,{}
2025-06-19 16:03:19,aaf1bdc7-3f8b-4ce9-abf7-4f612d6755b0,dns_query,,10.0.0.3,10.0.0.1,,,,TCP,8080,192289,{}
2025-06-19 16:03:20,66024f63-5e8c-4478-bc4a-3654d4bfe77f,network_connection,,192.168.1.105,172.16.20.150,,,,ICMP,443,272989,{}
2025-06-19 16:03:21,12d390a3-f783-4f50-9914-473ea219a2ee,network_connection,,192.168.1.105,192.168.1.109,,,,ICMP,80,220140,{}
2025-06-19 16:03:22,bf7e174f-abeb-4965-b537-49719f45b78d,data_transfer,,10.0.0.9,10.0.0.4,,,,TCP,443,268613,{}
2025-06-19 16:03:23,a2975783-c74d-4ecf-a1fb-d37506db0ab5,data_transfer,,172.16.82.112,10.0.0.10,,,,TCP,3389,220383,{}
2025-06-19 16:03:24,6da21a83-56e7-4e31-88ee-2ae4f42954e8,dns_query,,192.168.1.105,192.168.1.100,,,,UDP,21,77086,{}
2025-06-19 16:03:25,88f68363-dff4-442b-950e-9e3281981fad,dns_query,,192.168.1.103,10.0.0.10,,,,TCP,22,72804,{}
2025-06-19 16:03:26,3020b427-801c-4245-9dc6-2c573516f407,dns_query,,192.168.1.103,10.0.0.6,,,,TCP,25,213021,{}
2025-06-19 16:03:27,12b50095-28cd-4a23-9333-a094b92a16aa,data_transfer,,10.0.0.4,192.168.1.105,,,,UDP,23,468909,{}
2025-06-19 16:03:28,afb9985c-2f40-4594-af3a-c0a603f76849,data_transfer,,192.168.1.100,192.168.1.103,,,,TCP,445,388999,{}
2025-06-19 16:03:29,ea6a19ed-bb0d-47be-a56a-2d0854142be9,network_connection,,192.168.1.106,10.0.0.1,,,,UDP,53,416183,{}
2025-06-19 16:03:30,8f52df6e-c5ce-4759-b4b9-fe9fc18ee622,network_connection,,10.0.0.2,172.16.68.232,,,,TCP,3389,347738,{}
2025-06-19 16:03:31,d54c187d-d76b-478c-a742-1ccab31fc25a,dns_query,,192.168.1.105,192.168.1.104,,,,UDP,23,466837,{}
2025-06-19 16:03:32,2c532260-ed5b-4842-8c42-79b072918b43,data_transfer,,172.16.20.150,10.0.0.9,,,,UDP,53,360027,{}
2025-06-19 16:03:33,6eb2598e-3248-4bd2-911c-ae357b06e834,data_transfer,,192.168.1.102,192.168.1.105,,,,ICMP,443,463712,{}
2025-06-19 16:03:34,526875f0-e405-40e1-a3cd-86d34581abe8,network_connection,,192.168.1.109,10.0.0.9,,,,TCP,445,4528,{}
2025-06-19 16:03:35,aee1cb99-fc34-4c1d-a67f-d96e99c9e235,data_transfer,,172.16.68.232,192.168.1.107,,,,UDP,80,146367,{}
2025-06-19 16:03:36,ed11cbc4-7637-4b4d-a2b4-f3329c7ea0d9,network_connection,,192.168.1.106,10.0.0.9,,,,UDP,443,487590,{}
2025-06-19 16:03:37,186c6a18-b676-42ee-b3b1-54c9dc90b8c0,network_connection,,172.16.82.112,10.0.0.10,,,,TCP,445,90570,{}
2025-06-19 16:03:38,b070399c-fcb9-472b-840f-16205f41b39d,dns_query,,192.168.1.106,172.16.68.232,,,,UDP,443,91345,{}
2025-06-19 16:03:39,965b9c08-6117-4fd2-9e9a-bb1daa391c20,dns_query,,192.168.1.100,192.168.1.109,,,,ICMP,21,287178,{}
2025-06-19 16:03:40,da0c120e-e908-4a3f-be02-eb231f3f0679,dns_query,,192.168.1.102,192.168.1.105,,,,TCP,110,454871,{}
2025-06-19 16:03:41,e1b1d19e-0132-4ee3-99d0-88aecb69c6ed,dns_query,,172.16.20.150,172.16.68.232,,,,UDP,110,229218,{}
2025-06-19 16:03:42,39cf4387-c14d-4c3a-a492-28ac2cadc66b,dns_query,,192.168.1.108,172.16.131.107,,,,TCP,8080,487886,{}
2025-06-19 16:03:43,e06c8e3b-9af1-4026-938d-31634a365cba,data_transfer,,192.168.1.102,10.0.0.7,,,,TCP,80,286828,{}
2025-06-19 16:03:44,b2af0966-d49c-49ff-a3ef-9afe2d330176,data_transfer,,10.0.0.8,192.168.1.102,,,,ICMP,143,108208,{}
2025-06-19 16:03:45,6566b544-43c3-4508-beaf-d806124d2e01,data_transfer,,10.0.0.3,172.16.159.143,,,,UDP,8080,270945,{}
2025-06-19 16:03:46,cd0c0bde-ba11-4f3e-987e-af03ecd55d5e,dns_query,,192.168.1.100,10.0.0.10,,,,ICMP,445,46991,{}
2025-06-19 16:03:47,6a773103-c244-4374-87ee-5419baa94a20,network_connection,,192.168.1.101,192.168.1.107,,,,UDP,80,256017,{}
2025-06-19 16:03:48,f31a8ce3-d2ed-4573-8f54-ed362dd7363b,data_transfer,,172.16.159.143,10.0.0.1,,,,UDP,143,66470,{}
2025-06-19 16:03:49,6476d7c2-58d6-46cb-b920-8c7b184d4889,dns_query,,172.16.159.143,10.0.0.6,,,,UDP,22,309956,{}
2025-06-19 16:03:50,9d981a4a-7c65-4230-bf79-9c2a68f13893,data_transfer,,192.168.1.103,172.16.20.150,,,,TCP,53,5612,{}
2025-06-19 16:03:51,8d51fa00-2f02-4d25-85a9-33de1ac669cb,data_transfer,,172.16.82.112,10.0.0.1,,,,ICMP,22,97656,{}
2025-06-19 16:03:52,edcf4656-de85-4545-affc-41575cb7b51c,dns_query,,10.0.0.9,192.168.1.103,,,,TCP,25,341598,{}
2025-06-19 16:03:53,14287f27-a6f7-4cf0-ae65-6527db251fb2,dns_query,,172.16.82.112,10.0.0.2,,,,UDP,3389,124106,{}
2025-06-19 16:03:54,a0b90bb5-4f7b-4244-9f71-e02d28a17323,network_connection,,10.0.0.7,10.0.0.3,,,,ICMP,8080,341584,{}
2025-06-19 16:03:55,ce95a238-1ac9-4038-b0b8-126846680f64,data_transfer,,192.168.1.106,10.0.0.1,,,,ICMP,53,82344,{}
2025-06-19 16:03:56,d690d024-ef4a-497d-8b45-ada292dd0332,network_connection,,10.0.0.3,192.168.1.102,,,,TCP,23,285013,{}
2025-06-19 16:03:57,5f26aace-3139-431a-a067-48055dddfa1f,data_transfer,,10.0.0.7,10.0.0.10,,,,TCP,3389,67971,{}
2025-06-19 16:03:58,b9ea0b39-c8c5-44de-a12c-169c5e77c1ef,dns_query,,172.16.68.232,10.0.0.4,,,,UDP,22,292790,{}
2025-06-19 16:03:59,6f996220-19e1-4fd9-aa44-d81a5754bb4f,dns_query,,10.0.0.1,10.0.0.9,,,,UDP,25,282284,{}
2025-06-19 16:04:00,9e1a3c9b-52a3-4c7a-840a-f48a02dc497a,data_transfer,,10.0.0.1,10.0.0.7,,,,ICMP,22,493132,{}
2025-06-19 16:04:01,0dca295e-ed81-4df0-9a45-044f89e96bba,dns_query,,10.0.0.6,172.16.159.143,,,,TCP,3389,147468,{}
2025-06-19 16:04:02,87a651cc-9a33-4244-99dc-f1a82300fa53,network_connection,,10.0.0.9,172.16.68.232,,,,TCP,21,126151,{}
2025-06-19 16:04:03,5ec73a41-fabc-40cc-bd79-d60d5653d728,dns_query,,172.16.68.232,10.0.0.3,,,,UDP,25,238341,{}
2025-06-19 16:04:04,c6bda87c-dd9b-40e1-b9a3-e0f83498d468,network_connection,,10.0.0.1,172.16.20.150,,,,ICMP,3389,189742,{}
2025-06-19 16:04:05,e38c80ae-ceb5-41d3-bc00-3728aecbe6ef,network_connection,,10.0.0.2,10.0.0.4,,,,UDP,23,250242,{}
2025-06-19 16:04:06,5dc71e6e-61ae-4cb3-8eff-3ef604038983,network_connection,,172.16.20.150,172.16.159.143,,,,ICMP,22,446917,{}
2025-06-19 16:04:07,ea085209-c62c-42dd-a96f-b333e5f81ecc,data_transfer,,172.16.159.143,192.168.1.107,,,,UDP,110,440435,{}
2025-06-19 16:04:08,48915a3e-3f28-4f41-89e9-f20f6d328247,data_transfer,,192.168.1.103,10.0.0.1,,,,UDP,80,403937,{}
2025-06-19 16:04:09,f74653fc-a8c9-472e-bbd6-695032f9b5ff,network_connection,,10.0.0.6,10.0.0.5,,,,ICMP,80,189330,{}
2025-06-19 16:04:10,d9a2f892-4172-4529-a75c-e1f2f420d3ff,network_connection,,10.0.0.3,10.0.0.1,,,,UDP,443,256228,{}
2025-06-19 16:04:11,d230f11d-826b-422b-99f7-04817b5cab47,data_transfer,,192.168.1.105,192.168.1.103,,,,ICMP,21,362733,{}
2025-06-19 16:04:12,ca8fd1e5-648a-438f-98fd-370d5e72e692,network_connection,,10.0.0.6,172.16.131.107,,,,UDP,3389,54680,{}
2025-06-19 16:04:13,d9b521f9-85e8-4350-beab-001391f81bfc,data_transfer,,192.168.1.100,10.0.0.4,,,,ICMP,21,46360,{}
2025-06-19 16:04:14,d8866eba-f68e-4bd2-a33c-a8eec8a0df02,dns_query,,192.168.1.106,10.0.0.3,,,,UDP,143,333828,{}
2025-06-19 16:04:15,161cbc9d-dc2a-43e2-aa91-41772f4cd6b6,network_connection,,192.168.1.102,192.168.1.104,,,,TCP,110,426850,{}
2025-06-19 16:04:16,f3bfba4c-3b30-4318-8e0c-0fd89188132e,dns_query,,10.0.0.7,192.168.1.101,,,,TCP,8080,294836,{}
2025-06-19 16:04:17,3fa90b7a-4285-4088-9a5e-becf7f91b68e,dns_query,,192.168.1.107,10.0.0.7,,,,TCP,110,142551,{}
2025-06-19 16:04:18,708f8f37-733e-45f4-b31e-1327bcfe6fa9,dns_query,,192.168.1.108,192.168.1.100,,,,ICMP,53,216355,{}
2025-06-19 16:04:19,3f95bcc4-5407-4b90-95e2-1078a1f87ccb,data_transfer,,172.16.68.232,192.168.1.105,,,,ICMP,80,186604,{}
2025-06-19 16:04:20,69d9adcf-cc3f-4fe0-9978-e54bfdb69497,network_connection,,192.168.1.101,192.168.1.100,,,,UDP,3389,140733,{}
2025-06-19 16:04:21,5fa80a36-d2ef-4840-90d9-7dccf1b3b4a2,dns_query,,192.168.1.106,192.168.1.108,,,,UDP,3389,33255,{}
2025-06-19 16:04:22,71eb8ef9-4310-455c-9414-3bf3179a7453,data_transfer,,192.168.1.108,192.168.1.104,,,,UDP,143,488705,{}
2025-06-19 16:04:23,9aa5c6a0-3216-4668-bdcc-17ad99178eb1,network_connection,,172.16.82.112,10.0.0.1,,,,TCP,8080,338521,{}
2025-06-19 16:04:24,a7244158-8522-4032-afb8-8c6010f56a9c,data_transfer,,10.0.0.5,192.168.1.107,,,,TCP,110,337252,{}
2025-06-19 16:04:25,1f34328f-3b49-49c4-b054-dc1fd6a34c00,network_connection,,172.16.82.112,10.0.0.6,,,,TCP,23,477309,{}
2025-06-19 16:04:26,77dea879-ab71-4ab1-b9cd-6827280036fa,network_connection,,192.168.1.100,192.168.1.106,,,,TCP,22,162095,{}
2025-06-19 16:04:27,ec240908-e1c3-4049-9c5a-0ba9b84088ba,dns_query,,10.0.0.10,172.16.20.150,,,,TCP,8080,422461,{}
2025-06-19 16:04:28,baabf054-2db3-4f8b-a17d-62aae5f07f08,dns_query,,10.0.0.9,172.16.68.232,,,,TCP,8080,178587,{}
2025-06-19 16:04:29,db6112a4-b7bc-4092-88a1-37c65ba85711,dns_query,,192.168.1.103,192.168.1.101,,,,ICMP,110,37239,{}
2025-06-19 16:04:30,a5cd7ce1-4fd2-4378-b6ab-0d71873f7b09,network_connection,,172.16.82.112,192.168.1.108,,,,TCP,8080,458463,{}
2025-06-19 16:04:31,8770181d-02fd-4074-b0a9-050abe3a9c00,network_connection,,172.16.159.143,192.168.1.107,,,,UDP,143,416030,{}
2025-06-19 16:04:32,ea4c370c-29e8-4590-9715-014b82ace7ef,dns_query,,10.0.0.4,192.168.1.109,,,,UDP,23,225421,{}
2025-06-19 16:04:33,c72098c4-6e50-4cc0-8f74-8043399f1f19,dns_query,,192.168.1.104,192.168.1.107,,,,TCP,443,67123,{}
2025-06-19 16:04:34,43c97d63-b12c-4e6a-8fd4-e316b495130f,dns_query,,192.168.1.106,10.0.0.7,,,,TCP,443,320755,{}
2025-06-19 16:04:35,f5ac8147-dfba-45e6-b204-e8951918cf4a,dns_query,,172.16.68.232,192.168.1.101,,,,ICMP,53,397832,{}
2025-06-19 16:04:36,a6f00e3d-1e99-4874-bf97-82a83226d56d,dns_query,,10.0.0.2,172.16.20.150,,,,ICMP,22,322235,{}
2025-06-19 16:04:37,10c61a3a-cf92-4bcf-a0a5-078efbcdbeb4,data_transfer,,192.168.1.104,172.16.68.232,,,,ICMP,143,41657,{}
2025-06-19 16:04:38,f4ef1795-22b4-4fa4-9415-cc563855f83c,dns_query,,10.0.0.6,172.16.20.150,,,,TCP,110,88861,{}
2025-06-19 16:04:39,a403b8c7-9265-4620-82fb-ff392b4a4a7c,data_transfer,,192.168.1.109,192.168.1.100,,,,UDP,23,175120,{}
2025-06-19 16:04:40,a78671e3-d094-4ba6-825c-19e94973598a,dns_query,,10.0.0.6,10.0.0.1,,,,ICMP,23,373152,{}
2025-06-19 16:04:41,efaa71c7-37f6-45a2-8840-ccbf5b98d5fa,dns_query,,10.0.0.5,10.0.0.2,,,,ICMP,143,158727,{}
2025-06-19 16:04:42,fa2491da-fa18-459f-a40c-7acf0090bd4b,network_connection,,10.0.0.9,192.168.1.100,,,,ICMP,8080,173265,{}
2025-06-19 16:04:43,6a64f8ab-12a9-4e03-88c3-352aa744fb24,data_transfer,,192.168.1.104,10.0.0.4,,,,UDP,53,408934,{}
2025-06-19 16:04:44,3bad00d0-7e16-4852-9d24-b17c72b12f85,dns_query,,192.168.1.109,10.0.0.2,,,,TCP,445,319845,{}
2025-06-19 16:04:45,d53b2ffb-a239-4c40-93df-a7b9563b3ee7,dns_query,,192.168.1.103,192.168.1.109,,,,TCP,23,254684,{}
2025-06-19 16:04:46,93b6755c-de23-4b12-90d7-c539763d98a2,network_connection,,192.168.1.106,192.168.1.101,,,,ICMP,21,28055,{}
2025-06-19 16:04:47,169482b3-2ae0-4ddd-af0d-f5c1ae1c81cc,dns_query,,10.0.0.1,172.16.68.232,,,,ICMP,8080,182222,{}
2025-06-19 16:04:48,9b2bd173-d4ff-4482-9302-8a8bf8de682a,network_connection,,192.168.1.102,192.168.1.106,,,,TCP,443,194288,{}
2025-06-19 16:04:49,a8a6ff22-ee3c-4db8-be58-3413ccd750cd,data_transfer,,10.0.0.5,192.168.1.107,,,,UDP,445,219459,{}
2025-06-19 16:04:50,35659787-2343-4c27-a6e5-51d0a0ee0e76,network_connection,,192.168.1.102,10.0.0.2,,,,ICMP,8080,251135,{}
2025-06-19 16:04:51,7e5a7010-3ca9-4926-af1a-9f9adb4503ee,network_connection,,10.0.0.6,192.168.1.102,,,,ICMP,143,251822,{}
2025-06-19 16:04:52,2bfe847e-4d1e-4f9d-ad29-b6a34ac29842,dns_query,,10.0.0.5,172.16.68.232,,,,UDP,80,168476,{}
2025-06-19 16:04:53,fb15d4bf-5714-4040-9b2b-1e8d82e6833c,network_connection,,10.0.0.8,192.168.1.102,,,,UDP,25,391942,{}
2025-06-19 16:04:54,fdbaa24b-528f-457a-afc2-5641d9b12086,data_transfer,,192.168.1.105,10.0.0.3,,,,UDP,23,102406,{}
2025-06-19 16:04:55,5bd8caf7-32c9-4d5a-8d5e-b4a49adb8da9,network_connection,,192.168.1.106,10.0.0.4,,,,UDP,445,225018,{}
2025-06-19 16:04:56,bd81baad-98e6-4635-ab0a-a30b301a1397,network_connection,,10.0.0.7,10.0.0.5,,,,UDP,23,165115,{}
2025-06-19 16:04:57,5340d9eb-f3aa-4f27-b40d-55a85ea0e303,network_connection,,192.168.1.105,192.168.1.108,,,,UDP,80,125132,{}
2025-06-19 16:04:58,3f4574bc-2139-4bfd-83b4-db8d0f57806c,network_connection,,10.0.0.4,192.168.1.101,,,,UDP,25,357960,{}
2025-06-19 16:04:59,67b36d40-7e76-438c-bafa-408b58b66d3e,dns_query,,172.16.159.143,10.0.0.9,,,,UDP,23,238315,{}
2025-06-19 16:05:00,a096a2d2-8fe3-4c49-b91a-e9799da60aad,data_transfer,,192.168.1.107,172.16.131.107,,,,ICMP,8080,89201,{}
2025-06-19 16:05:01,3adae90d-214e-4f19-bb5d-3f95428b8fe2,data_transfer,,192.168.1.102,172.16.131.107,,,,UDP,21,477666,{}
2025-06-19 16:05:02,83ae64e8-dae1-48c5-b962-5204c8b9d1eb,dns_query,,192.168.1.105,192.168.1.107,,,,UDP,25,345343,{}
2025-06-19 16:05:03,3278d328-8d31-4486-92b6-57c0dba8dc7f,network_connection,,192.168.1.104,192.168.1.102,,,,TCP,21,290917,{}
2025-06-19 16:05:04,9dd19741-23f0-4ea6-8c3b-852c5cb02594,data_transfer,,192.168.1.107,192.168.1.108,,,,UDP,143,364447,{}
2025-06-19 16:05:05,b43777a3-bf62-438d-8f25-5dc14f89ba37,dns_query,,10.0.0.2,192.168.1.103,,,,TCP,25,50118,{}
2025-06-19 16:05:06,0e4f2f6e-5eba-494f-a5b5-097e9e28edab,data_transfer,,10.0.0.6,172.16.20.150,,,,ICMP,143,289066,{}
2025-06-19 16:05:07,4853b9f9-91ec-4e00-ae98-b7623daadc4e,data_transfer,,10.0.0.7,10.0.0.3,,,,ICMP,143,317236,{}
2025-06-19 16:05:08,062de76b-bb18-4069-aef0-9bec3fe7a251,network_connection,,10.0.0.5,10.0.0.9,,,,ICMP,3389,391110,{}
2025-06-19 16:05:09,8052d9b3-d327-47e8-a8f3-5ad170589993,dns_query,,192.168.1.109,10.0.0.2,,,,UDP,445,427832,{}
2025-06-19 16:05:10,a8ead96d-100b-4fb0-b4a7-1836efb73fb9,dns_query,,10.0.0.5,172.16.131.107,,,,UDP,80,178639,{}
2025-06-19 16:05:11,8f758789-58b7-495f-a00e-58c18310dec3,dns_query,,172.16.159.143,192.168.1.108,,,,ICMP,80,203056,{}
2025-06-19 16:05:12,30870888-1732-48c0-85af-d1e23df427af,data_transfer,,192.168.1.109,10.0.0.10,,,,TCP,23,183018,{}
2025-06-19 16:05:13,3f2bf087-6b8a-408c-a48f-c5192f652dd7,network_connection,,192.168.1.105,172.16.82.112,,,,ICMP,80,235652,{}
2025-06-19 16:05:14,2f1f94f7-8869-454d-bc69-c06178b25535,dns_query,,10.0.0.3,192.168.1.105,,,,ICMP,21,420829,{}
2025-06-19 16:05:15,73ebda29-87ce-4f6e-a485-c6d885aa9cfb,data_transfer,,10.0.0.10,10.0.0.9,,,,UDP,22,274504,{}
2025-06-19 16:05:16,b05d2f0b-b889-4740-b9ee-376335b45d0e,network_connection,,172.16.159.143,192.168.1.105,,,,ICMP,23,23720,{}
2025-06-19 16:05:17,dd4a73a0-820e-4532-9160-651d0fe6ed83,dns_query,,10.0.0.6,10.0.0.10,,,,UDP,23,153224,{}
2025-06-19 16:05:18,c153f023-101b-4850-857a-5a5f90b7803b,network_connection,,10.0.0.7,192.168.1.108,,,,TCP,143,216151,{}
2025-06-19 16:05:19,5ff61fab-9736-4ee7-90f8-ff4420546a51,dns_query,,10.0.0.1,10.0.0.4,,,,ICMP,25,263252,{}
2025-06-19 16:05:20,755f7bf9-0179-4c6e-9c8f-87d9e6a003f4,dns_query,,192.168.1.102,10.0.0.9,,,,TCP,443,302731,{}
2025-06-19 16:05:21,4cb0dde5-1c1e-4079-ae97-0334cab14b30,dns_query,,10.0.0.3,10.0.0.8,,,,ICMP,22,194347,{}
2025-06-19 16:05:22,b4df0a2b-7efb-4c06-a16b-d5a1b162aa89,dns_query,,172.16.159.143,192.168.1.100,,,,ICMP,443,119983,{}
2025-06-19 16:05:23,8627d2fd-27f1-4f0f-bfeb-5c9924d744be,network_connection,,10.0.0.9,172.16.20.150,,,,ICMP,8080,387553,{}
